title,tag,info,comments,content
劉少奇與晉綏土改,豆瓣图书标签: 港台,智效民 / 秀威資訊 / 2008-5-1 / NTD 350.00,(14人评价),抗日戰爭時期，八路軍120師在山西建立晉綏邊區，成為延安的主要屏障和通道。1947年，劉少奇路過這裡，曾嚴厲批評當地的土改工作。隨後，他根據毛澤東旨意，在西...
歷史中國的內與外,豆瓣图书标签: 港台,葛兆光 / 香港中文大学出版社 / 2018-1 / US$22.00,(28人评价),葛兆光教授十年前開始推動「從周邊看中國」研究計劃，把日本、韓國、越南等地保存的有關中國史資料作為「新材料」，試圖提供重新認識東亞和中國的多重視角與立場。為此...
帝國邊緣,豆瓣图书标签: 港台,黃金麟、汪宏倫、黃崇憲（主編） / 群學 / 2010 / NTD $550,(少于10人评价),本書嘗試使用「帝國邊緣」來捕捉台灣現代性的特質，乃是因為現代性在台灣的濫觴與開展，自始即與台灣所處的帝國統治邊緣位置有關。各種曾經或正在滲透、決定台灣現代性...
余英時回憶錄,豆瓣图书标签: 港台,余英時 / 允晨文化 / 2018-11-1 / NT$350,(199人评价),從一九三七年抗日開始到今天，是中國現代史上變亂最劇烈的一段時期。我深切感到：如何將這一特殊歷史階段的重大變動在訪談稿中呈現出來，其意義遠大於追溯我個人生命史...
忠孝公园,豆瓣图书标签: 港台,陈映真 / 江苏文艺出版社 / 2012-3 / 24.00元,(90人评价),《现代文库:忠孝公园》包括：面摊，我的弟弟康雄，加略人犹大的故事，将军族，唐倩的喜剧，六月里的玫瑰花，夜行货车，万商帝君，铃铛花，山路，忠孝公园等内容。
屁眼文化,豆瓣图书标签: 港台,約翰•高登醫師（Dr. Jean Gordin）、奧立維爾•瑪帝醫師（Dr. Olivier Marty） / 林雅芬 / 八方出版股份有限公司 / 2005-12-01 / 台币320.00,(130人评价),"「因為屁眼，我們存在」－屁眼，絕非僅用來排泄。
在崇尚絕對貞潔的十七世紀，追求神聖的體內淨化成為一種時尚。「洗腸療法」與「放血療法」成為治病的萬靈藥。任何東..."
美國人,豆瓣图书标签: 港台,愛德華.史都華(Edward C.Stewart)、米爾頓.班奈特(Milton J.Bennett) / 魏景宜 / 八旗文化 / 2016-8-31 / NT320,(少于10人评价),"美國──全球最有影響力的國家，卻也是最不被理解的民族。

曾為世人嚮往的「美國夢」，卻因殘酷的貧富差距而幻滅。
曾經世界上的第一個民主共和國，將可能隨著川普..."
女儿红,豆瓣图书标签: 港台,简媜 / 文化艺术 / 2011-1 / 18.00元,(2693人评价),《女儿红》为简媜一九九一至九六年间创作之结集，与同时成书之《胭脂盆地》互补构成，而题旨与表现方法各异。此书探索女性之内在世界，听其声，窥其情，以介乎散文与小...
蔡澜说人生：世间事 贵痛快,豆瓣图书标签: 港台,蔡澜 / 北京时代华文书局有限公司 / 2019-5-1 / 49.9,(70人评价),"人生不能完全做自己喜欢的事，但是自己所厌倦的倒是要尽量避免。
《蔡澜说人生：世间事 贵痛快》一书中，有小泉八云、黑泽明、小津安二郎、横山大观，也有普通的僧侣..."
日本人為何選擇了戰爭,豆瓣图书标签: 港台,[日]加藤陽子 / 黃美蓉 / 商務印書館(香港)有限公司 / 2016-12 / HK$ 118.00,(少于10人评价),"以淺白的文字，分析日本在近代史為何走上軍國之路。
全新視野，解讀當時領導階層的決策理據。
日本近代史專家為您解讀日本以戰爭建國的道路
亞洲細小島國日本，為何..."
種族戰爭,豆瓣图书标签: 港台,吉拉德．霍恩（Gerald Horne） / 梁東屏 / 遠足 / 2017-9-6 / NT$400,(少于10人评价),"改變世界、扭轉政局的意識形態
看白人至上主義如何在百年前就開始左右國際關係與政治情勢
非裔左翼學者的亞洲反殖民主義史觀
研究亞洲各種族間彼此關係的重要著作
..."
最後來的是烏鴉,豆瓣图书标签: 港台,伊塔羅.卡爾維諾 / 倪安宇 / 時報文化 / 2019-6-10 / NT360,(少于10人评价),"「最後來的，最後才知道。」
首度出版「命運」故事集
通往卡爾維諾小說世界最清晰的一條路徑。
★下一輪太平盛世之七年級作家吳曉樂、李奕樵＿專文推薦
等待已久，..."
反穀,豆瓣图书标签: 港台,詹姆斯.斯科特(James C. Scott) / 翁德明 / 麥田 / 2019-6-29 / NTD 450,(目前无人评价),"兩河流域文明的開展，起源於農業社會。高度文明的開始，背後有農業社會支撐？
本書推翻過去對國家與文明成形基本假設，提出野心統治才是今日城邦建立的原型。
《紐約..."
﻿OPUS 作品,豆瓣图书标签: 漫画,[日] 今 敏 / Mrs.X / 后浪丨北京联合出版公司 / 2019-8 / 88.00元（上下册）,(2450人评价),"动画大师今敏，漫画生涯至高代表作！
追悼纪念，遗作重见天日，首度作为单行本出版的蕞后长篇杰作！
完整收录生前被拒绝刊登的「神结局」
深具自传色彩，你所能想象..."
你今天真好看,豆瓣图书标签: 漫画,莉兹·克里莫、果麦 / 周高逸 / 雅众文化/天津人民出版社 / 2015-8 / 39.00元,(51959人评价),《你今天真好看》是一本清新暖萌的漫画集，收录了莉兹•克里莫150多张逗趣漫画。书中集结了所有你能想到的各种萌物，恐龙、棕熊、兔子、企鹅，甚至还有伞蜥、獾、土...
向左走·向右走,豆瓣图书标签: 漫画,幾米 / 生活·读书·新知三联书店 / 2002-8 / 16.00元,(95311人评价),“她习惯向左走，他习惯向右走，他们始终不曾相遇。”《向左走·向右走》是几米首次表现男女感情的长篇图文创作。男女主角彼此在生活中的巧妙关系，构成了整个故事的设...
父与子全集,豆瓣图书标签: 漫画,[德] 埃·奥·卜劳恩 绘 / 杨莹 / 中国工人出版社 / 2003-4 / 20.00元,(31335人评价),"²内容简介²
1934年12月，第二次世界大战前夜的德国，到处充满了火药味，正是在这样的一个背景下，一套取材于日常生活反映父子间感情的漫画作品开始在《柏林画..."
3秒,豆瓣图书标签: 漫画,[法] 马克-安托万·马修 / 后浪漫 / 后浪丨湖南美术出版社 / 2019-5 / 72.00元,(2099人评价),"72 页的「一镜到底」
33 块镜面构成的博尔赫斯迷宫
一场波谲云诡的假球风云
一桩需要读者亲自参与推理侦破的案件

🕖 编辑推荐
☆ 3 秒钟
一束光走完..."
陰獣たちの贄,豆瓣图书标签: 漫画,西野花 / 徳間書店 / 2015-7-25 / JPY 616,(222人评价),"古くから伝わる秘術で、未来を占う鮎川家。美貌の青年・斎は、
若くして当主の座に着くが、まだ一族を統制する力はなく、
心身ともに疲弊してゆく――。そんな折、鮎..."
半小时漫画唐诗,豆瓣图书标签: 漫画,陈磊·半小时漫画团队 / 江苏凤凰文艺 / 2019-5-1 / 49.9,(2226人评价),"读懂唐诗，从唐诗背后的故事开始。
通过手绘漫画和段子，陈磊（笔名：二混子）领衔的半小时漫画团队带我们重新读懂了那些从小背到大的唐诗：李白喊出“安能摧眉折腰事..."
北海怪兽,豆瓣图书标签: 漫画,彭磊 / 北京联合出版公司 / 2018-10-1 / 118.00元,(2834人评价),"《北海怪兽》是彭磊真实的成长经历；
它是这个超人各种怪力乱神的无穷创造力的灵感后花园；
它是70后85前必看的怀旧书，是85、90、00后必读的教科书；
《..."
回答不了,豆瓣图书标签: 漫画,匡扶 / 浙江文艺出版社 / 2018-10 / 59.00元,(9958人评价),"每个深夜，睡前你想到的最后一个念头是什么？
在漫长的日复一日里，你是否觉得生活挺没劲的，但在某个瞬间又生机勃勃、斗志昂扬起来？
爱情、工作和生活日常，是在哪..."
我可以咬一口吗,豆瓣图书标签: 漫画,[美] 莉兹·克里莫 / 周高逸 / 天津人民出版社 / 2016-4 / 39.00元,(17150人评价),《我可以咬一口吗》是美国漫画家莉兹•克里莫继《你今天真好看》之后的又一本清新暖萌的漫画集，收录了莉兹•克里莫一百多张逗趣漫画。书中集结了所有你能想到的各种萌...
半小时漫画中国史（修订版）,豆瓣图书标签: 漫画,二混子 / 江苏凤凰文艺出版社 / 2017-4-10 / 39.90元,(14392人评价),"看半小时漫画，通三千年历史，脉络无比清晰，看完就能倒背。
仅仅通过手绘和段子，二混子就捋出清晰的历史大脉络：春秋战国像个班级、大秦过把瘾就死、三国就三大战役..."
一见你就好心情,豆瓣图书标签: 漫画,莉兹·克里莫 / 周高逸 / 果麦文化/天津人民出版社 / 2019-5 / 49.00元,(2842人评价),"畅销200万册漫画《你今天真好看》《我可以咬一口吗》作者莉兹·克里莫全新作品。
收录了莉兹•克里莫130多张超减压治愈漫画，新增许多蠢萌小动物，带来更多机智..."
海贼王,豆瓣图书标签: 漫画,尾田荣一郎 / 董科 / 浙江人民美术出版社 / 2007-11 / 7.50元,(35363人评价),路飞所生长的小村庄里曾经是一群以「红发香克斯」为首的海盗们的暂居地，而幼年路飞一直希望可以成为他们的一员，可在一次意外的情况下，他吃了一种叫做「橡皮果实」的...
半小时漫画世界史,豆瓣图书标签: 漫画,陈磊（笔名：二混子） / 江苏凤凰文艺出版社 / 2018-4-4 / 39.90元,(10817人评价),"看半小时漫画，通五千年历史，脉络无比清晰，看完就能倒背。
仅仅通过手绘和段子，二混子就捋出清晰的历史大脉络：简到崩溃的极简欧洲史、美国往  事三部曲、一口气..."
镖人,豆瓣图书标签: 漫画,许先哲 / 北京联合出版公司 / 2019-7 / 42.80元,(1012人评价),"◆轰动日本的中国漫画！3次登上日本央视NHK电视台新闻报道节目，被日本媒体誉为“世界级水平的中国动漫精品”！
◆日本四大报纸之一《每日新闻》、日本知名杂志《..."
非平面,豆瓣图书标签: 漫画,[美] 尼克·索萨尼斯 / 严安若 / 后浪丨北京联合出版公司 / 2018-11 / 60.00元,(2092人评价),"哥伦比亚大学首部漫画形式的博士论文
包揽多项国际大奖的天才奇书
一部人人都能读懂的学术著作
一次视觉思维的实验，探究人类构建知识体系的方式
一场对固化观点的..."
神探狗狗1,豆瓣图书标签: 漫画,[美] 戴夫·皮尔奇 / 孙鹏 / 后浪丨花山文艺出版社 / 2019-7 / 39.80,(210人评价),"累计销量超1300万册，
长年霸榜《纽约时报》的现象级童书，
DOG MAN给你勇气、幽默感和想象力
◎ 编辑推荐
☆ 狂销1300万册，最新一本首印500..."
灯塔,豆瓣图书标签: 漫画,[法] 克里斯多夫·夏布特 / 吕俊君 / 北京联合出版公司·后浪出版公司 / 2016-2 / 128.00元,(6456人评价),"若未知的世界让人心生恐惧，
我们是自我封闭，还是勇敢走出去？
欧洲著名漫画诗人夏布特
最敏感忧伤的“慢镜头图像小说”
讲述人类心底无法承受的孤独和渴望拥有的..."
镖人,豆瓣图书标签: 漫画,许先哲 / 北京联合出版公司 / 2018-4 / 39.90元,(8079人评价),"◆轰动日本的中国漫画！3次登上日本央视NHK电视台新闻报道节目，被日本媒体誉为“世界级水平的中国动漫精品”！
◆征服日本资深漫画编辑！双叶社（代表作《蜡笔小..."
﻿白夜行,豆瓣图书标签: 推理,[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2008-9 / 29.80元,(388932人评价),“只希望能手牵手在太阳下散步”，这个象征故事内核的绝望念想，有如一个美丽的幌子，随着无数凌乱、压抑、悲凉的故事片段像纪录片一样一一还原：没有痴痴相思，没有海...
嫌疑人X的献身,豆瓣图书标签: 推理,[日] 东野圭吾 / 刘子倩 / 南海出版公司 / 2008-9 / 28.00,(323179人评价),"百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。
靖子与女儿相依为命，失手杀了前来纠缠的前夫。石神提出由..."
解忧杂货店,豆瓣图书标签: 推理,[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2014-5 / 39.50元,(522187人评价),"现代人内心流失的东西，这家杂货店能帮你找回——
僻静的街道旁有一家杂货店，只要写下烦恼投进卷帘门的投信口，第二天就会在店后的牛奶箱里得到回答。
因男友身患绝..."
达·芬奇密码,豆瓣图书标签: 推理,[美] 丹·布朗 / 朱振武、吴晟、周元晓 / 上海人民出版社 / 2004-2 / 28.00元,(186610人评价),哈佛大学的符号学专家罗伯特·兰登在法国巴黎出差期间的一个午夜接到一个紧急电话，得知卢浮宫博物馆年迈的馆长被人杀害在卢浮宫的博物馆里，人们在他的尸体旁边发现了...
恶意,豆瓣图书标签: 推理,[日] 东野圭吾 / 娄美莲 / 南海出版公司 / 2009-6 / 18.00,(152995人评价),"畅销书作家在出国的前一晚于家中被杀。凶手很快落网，对罪行供认不讳、但求速死，却对作案动机语焉不详。
他当真是罪犯？他究竟为何杀人？
在彻查被害人与凶手的过去..."
喜鹊谋杀案,豆瓣图书标签: 推理,[英] 安东尼·霍洛维茨、Anthony Horowitz / 梁清新 / 新星出版社 / 2019-6 / 69.00元,(4930人评价),"安东尼•霍洛维茨，蜚声世界的著名侦探小说大师、有史以来唯一被柯南•道尔产权会认证的续写福尔摩斯之人。
亚马逊，NPR， 《华盛顿邮报》， Esquire， ..."
白夜行,豆瓣图书标签: 推理,[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2013-1-1 / CNY 39.50,(176702人评价),"东野圭吾万千书迷心中的无冕之王
周刊文春推理小说年度BEST10第1名
本格推理小说年度BEST10第2名
《白夜行》是东野圭吾迄今口碑最好的长篇杰作，具备..."
福尔摩斯探案全集（上中下）,豆瓣图书标签: 推理,[英] 阿·柯南道尔 / 丁钟华 等 / 群众出版社 / 1981-8 / 53.00元/68.00元,(73667人评价),最经典的群众出版社的翻译版本，一经出版，立即风靡成千上万的中国人。离奇的情节，扣人的悬念，世界上最聪明的侦探，人间最诡秘的案情，福尔摩斯不但让罪犯无处藏身，...
无人生还,豆瓣图书标签: 推理,[英] 阿加莎・克里斯蒂 / 祁阿红 / 人民文学出版社 / 2008-3 / 19.00,(75393人评价),十个互不相识的人，被富有的欧文先生邀请到了印地安岛上的私人别墅里。晚餐后，一个神秘的声音揭开了人们心中所各自隐藏着的可怕秘密。当天晚上，年轻的马斯顿先生离奇...
东方快车谋杀案,豆瓣图书标签: 推理,[英] 阿加莎·克里斯蒂 / 陈尧光 / 人民文学出版社 / 2006-5 / 18.00元,(74541人评价),午夜过后，一场大雪迫使东方快车停了下来。这辆豪华列车整年都处于满员状态。但那天早上却发现少了一名乘客。一个美国人死在了他的包厢里，他被刺了十二刀，可他包厢的...
默读,豆瓣图书标签: 推理,Priest / 百花洲文艺出版社 / 2018-1 / 45.00,(19485人评价),"童年，成长经历，家庭背景，社会关系，创伤……
我们不断追溯与求索犯罪者的动机，探寻其中最幽微的喜怒哀乐，不是为了设身处地地同情、乃至于原谅他们，不是为了给罪..."
3秒,豆瓣图书标签: 推理,[法] 马克-安托万·马修 / 后浪漫 / 后浪丨湖南美术出版社 / 2019-5 / 72.00元,(2099人评价),"72 页的「一镜到底」
33 块镜面构成的博尔赫斯迷宫
一场波谲云诡的假球风云
一桩需要读者亲自参与推理侦破的案件

🕖 编辑推荐
☆ 3 秒钟
一束光走完..."
放学后,豆瓣图书标签: 推理,（日）东野圭吾 / 赵峻 / 南海出版公司 / 2010-1 / 20.00,(106224人评价),"东野圭吾成名作
荣获第31届江户川乱步奖
草长莺飞的青春，忽如琉璃般生生粉碎。
当美丽、纯粹、真实的事物被破坏，重视的回忆和梦想被摧毁时，恨意便开始萌发，恣..."
长安十二时辰 下,豆瓣图书标签: 推理,马伯庸 / 湖南文艺出版社 / 2017-1-1 / 39.80元,(15744人评价),唐天宝三年，元月十四日，长安。大唐皇都的居民不知道，上元节辉煌灯火亮起之时，等待他们的，将是场吞噬一切的劫难。突厥、狼卫、绑架、暗杀、烈焰、焚城，毁灭长安城...
无人生还,豆瓣图书标签: 推理,(英)阿加莎·克里斯蒂 / 夏阳 / 新星出版社 / 2013-7 / 28.00元,(21334人评价),"十个素不相识、身份各异的人受邀前往德文郡海岸边一座孤岛上的豪宅。客人到齐后，主人却没有出现。
当晚，一个神秘的声音发出指控，分别说出每个人心中罪恶的秘密。接..."
恶意,豆瓣图书标签: 推理,[日] 东野圭吾 / 娄美莲 / 南海出版公司 / 2016-11-1 / 39.50元,(22948人评价),《恶意》是东野圭吾挑战写作极限的长篇杰作，与《白夜行》《嫌疑人X的献身》《解忧杂货店》并称东野圭吾四大杰作。《恶意》深刻揭示人性，故事中无边的恶意深不见底，...
网内人,豆瓣图书标签: 推理,陈浩基 / 九州出版社 / 2019-8 / 62.00元,(1165人评价),"四十年来首度入选《周刊文春》海外推理BEST10的亚洲作家，《周刊文春》2018年度推理小说&海外推理双冠军得主
2018“这本推理小说了不起！”（このミス..."
13 67,豆瓣图书标签: 推理,陳浩基 / 皇冠 / 2014-6-9 / NTD 350,(2509人评价),"我們以為自己走在正確的道路上，
為什麼走著走著，人生卻變了樣？
第一本讓我們感到驕傲的華文警察小說最高傑作！
一組數字，六個片斷，
構成一位警探的故事，
一..."
长夜难明,豆瓣图书标签: 推理,紫金陈 / 云南人民出版社 / 2017-1 / 42.00元,(18866人评价),"国内原创推理大神 紫金陈，高智商犯罪” “推理之王”系列后，心血新作
嫌疑人杀人抛尸，却因意外在大庭广众之下被当场抓获。现场至少有几百个目击证人，嫌疑人对整..."
嫌疑人X的献身,豆瓣图书标签: 推理,[日]东野圭吾 / 刘子倩 / 南海出版公司 / 2014-6-1 / 35.00,(45580人评价),"百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。
靖子与女儿相依为命，失手杀了前来纠缠的前夫。石神提出由..."
﻿小王子,豆瓣图书标签: 绘本,[法] 圣埃克苏佩里 / 马振聘 / 人民文学出版社 / 2003-8 / 22.00元,(448742人评价),小王子是一个超凡脱俗的仙童，他住在一颗只比他大一丁点儿的小行星上。陪伴他的是一朵他非常喜爱的小玫瑰花。但玫瑰花的虚荣心伤害了小王子对她的感情。小王子告别小行...
你今天真好看,豆瓣图书标签: 绘本,莉兹·克里莫、果麦 / 周高逸 / 雅众文化/天津人民出版社 / 2015-8 / 39.00元,(51959人评价),《你今天真好看》是一本清新暖萌的漫画集，收录了莉兹•克里莫150多张逗趣漫画。书中集结了所有你能想到的各种萌物，恐龙、棕熊、兔子、企鹅，甚至还有伞蜥、獾、土...
向左走·向右走,豆瓣图书标签: 绘本,幾米 / 生活·读书·新知三联书店 / 2002-8 / 16.00元,(95311人评价),“她习惯向左走，他习惯向右走，他们始终不曾相遇。”《向左走·向右走》是几米首次表现男女感情的长篇图文创作。男女主角彼此在生活中的巧妙关系，构成了整个故事的设...
3秒,豆瓣图书标签: 绘本,[法] 马克-安托万·马修 / 后浪漫 / 后浪丨湖南美术出版社 / 2019-5 / 72.00元,(2099人评价),"72 页的「一镜到底」
33 块镜面构成的博尔赫斯迷宫
一场波谲云诡的假球风云
一桩需要读者亲自参与推理侦破的案件

🕖 编辑推荐
☆ 3 秒钟
一束光走完..."
我可以咬一口吗,豆瓣图书标签: 绘本,[美] 莉兹·克里莫 / 周高逸 / 天津人民出版社 / 2016-4 / 39.00元,(17150人评价),《我可以咬一口吗》是美国漫画家莉兹•克里莫继《你今天真好看》之后的又一本清新暖萌的漫画集，收录了莉兹•克里莫一百多张逗趣漫画。书中集结了所有你能想到的各种萌...
一见你就好心情,豆瓣图书标签: 绘本,莉兹·克里莫 / 周高逸 / 果麦文化/天津人民出版社 / 2019-5 / 49.00元,(2842人评价),"畅销200万册漫画《你今天真好看》《我可以咬一口吗》作者莉兹·克里莫全新作品。
收录了莉兹•克里莫130多张超减压治愈漫画，新增许多蠢萌小动物，带来更多机智..."
北海怪兽,豆瓣图书标签: 绘本,彭磊 / 北京联合出版公司 / 2018-10-1 / 118.00元,(2834人评价),"《北海怪兽》是彭磊真实的成长经历；
它是这个超人各种怪力乱神的无穷创造力的灵感后花园；
它是70后85前必看的怀旧书，是85、90、00后必读的教科书；
《..."
这些都是你给我的爱,豆瓣图书标签: 绘本,文：安东尼、图：echo / 长江文艺出版社 / 2010-3 / 24.80元,(56808人评价),《这些都是你给我的爱》讲述兔子男孩安东尼失恋后，为找寻曾经恋人一心向往的那棵“开满鲜花的树”，而环游旅行的故事。延续安东尼一贯深受读者青睐的无标点文字风格，...
父与子全集,豆瓣图书标签: 绘本,[德] 埃·奥·卜劳恩 绘 / 杨莹 / 中国工人出版社 / 2003-4 / 20.00元,(31335人评价),"²内容简介²
1934年12月，第二次世界大战前夜的德国，到处充满了火药味，正是在这样的一个背景下，一套取材于日常生活反映父子间感情的漫画作品开始在《柏林画..."
观山海,豆瓣图书标签: 绘本,杉泽、梁超 / 博集天卷 | 湖南文艺出版社 / 2018-6 / 168,(4118人评价),"《观山海》是一部内容丰富、图文并茂的《山海经》通俗读本，主要呈现异兽部分。
·
绘者杉泽以《山海经》作为灵感来源，结合当代审美品位及其特有的中式绘画风格进行..."
地下铁,豆瓣图书标签: 绘本,幾米 / 辽宁教育出版社 / 2002-2 / 32.00元,(47960人评价),"社会高速发展，来来往往的地下铁路成为了城市文明与社会生活的缩影，从入口到出口，地下铁路将你从起点带到终点，抑或是另一个起点。
故事讲一个失明的小女孩，在15..."
陪安东尼度过漫长岁月,豆瓣图书标签: 绘本,安东尼 / 长江文艺出版社 / 2008-3 / 18.00,(58619人评价),《陪安东尼度过漫长岁月》收集了作者安东尼在《最小说》上刊登过的部分散文，以及50%以上的最新作品。安东尼以一个普通男生的口吻，讲述了从20到23、从大学到工...
一個人住第5年,豆瓣图书标签: 绘本,高木直子 / 洪俞君 / 大田 / 2004-12-1 / NT$220,(40181人评价),"一個人住了五年的過來人的日常生活。一個人的生活輕鬆也寂寞，卻又難割捨。
作者利用可愛的圖畫搭配生活化的文字描寫一個人住的生活點滴，只要你曾經一個人住過，一定..."
阿狸·梦之城堡,豆瓣图书标签: 绘本,hans / 上海锦绣文章出版社 / 2009-1 / 36.80元,(30733人评价),阿狸童话绘本为纯手绘创作，画风成熟稳定，颜色精美靓丽。阿狸绘本的文字脚本立足于挖掘人们内心深处的柔软与坚强，围绕亲情、爱情、友情主题，风格温暖，有发人深省的...
月亮忘記了,豆瓣图书标签: 绘本,幾米 / 格林 / 2000-2-1 / NT$ 299,(43160人评价),"看不見的，是不是就等於不存在？

記住的，是不是永遠不會消失？每一個黃昏過後，大家焦慮地等待，卻再也沒有等到月亮升起。

潮水慢慢平靜下來，海洋凝固成一面漆..."
因为我有生活,豆瓣图书标签: 绘本,杨占家 口述/绘、李青菜 整理 / 后浪丨北京联合出版公司 / 2019-7 / 92.00元,(284人评价),"走遍山川湖海，“宝藏爷爷”的乐业人生
《人民日报》、澎湃新闻、新华网、CCTV6专访
引爆10万+公号文
设计过人民大会堂北京厅、总理专机、横店影视城
为《..."
有呀有呀书店,豆瓣图书标签: 绘本,[日]吉竹伸介 / 任青云 / 中信出版社 / 2018-8-1 / 68.00元,(1410人评价),"日文版销量突破２０万！２０１７达芬奇图书第一名！１２万小学生评选喜爱图书第二名！
小镇的街道上，一个不起眼的角落里，有一家“有呀有呀书店”，这里专卖“和书有..."
追寻逝去的时光·第一卷：去斯万家那边,豆瓣图书标签: 绘本,[法] 马塞尔·普鲁斯特 原著、斯泰凡·厄埃 绘 / 周克希 / 后浪丨湖南美术出版社 / 2018-1 / 160.00元,(1622人评价),"《追忆逝水年华》图像小说
带你一口气读完普鲁斯特
周克希经典译本
程抱一推荐
...................
※编辑推荐※
◎ 打开普鲁斯特的正确方..."
我的生活不可能那么坏,豆瓣图书标签: 绘本,[日] Keigo（河尻圭吾） / 雅众文化/天津人民出版社 / 2018-5 / 49.80,(3381人评价),"这是一本来自霓虹国的脑洞、脱力、解压漫画集。
燃爆！激战！厉害啊！超人气！
……这样的人生跟我好像没什么关系。
你也许正在经历或曾经经历这样的生活，被闹钟吵..."
北海怪兽,豆瓣图书标签: 绘本,彭磊 / 北方妇女儿童出版社 / 2010 / 39.80元,(3219人评价),《北海怪兽》是彭磊真实的成长经历；它是这个超人各种怪力乱神的无穷创造力的灵感后花园；它是70后85前必看的怀旧书，是85、90、2000后必读的教科书；《北...
﻿挪威的森林,豆瓣图书标签: 青春,[日] 村上春树 / 林少华 / 上海译文出版社 / 2001-2 / 18.80元,(282828人评价),这是一部动人心弦的、平缓舒雅的、略带感伤的恋爱小说。小说主人公渡边以第一人称展开他同两个女孩间的爱情纠葛。渡边的第一个恋人直子原是他高中要好同学木月的女友，...
我不喜欢这世界，我只喜欢你,豆瓣图书标签: 青春,乔一 / 湖南少年儿童出版社 / 2015-5-1 / 29.80元,(73981人评价),"◆暖！萌！甜！几乎每一段都令人笑出声来，但也不乏泪点。
◆真实恋爱成长回忆录，最萌最暖のLove story。
◆8张超萌爱心动全彩插图，随书赠送4张F君情..."
撒野,豆瓣图书标签: 青春,巫哲 / 北京联合出版公司 / 2018-10 / 45.00元,(8753人评价),"我想，左肩有你，右肩微笑。
我想，在你眼里，撒野奔跑，
我想，一个眼神，就到老。
重点学校的优等生蒋丞被寄养家庭“流放”到亲生父亲所在的钢厂，陌生的环境、粗..."
最好的我们,豆瓣图书标签: 青春,八月长安 / 湖南文艺出版社 / 2013-8-5 / 55,(42233人评价),"你总是说青春从不曾永远，而那时候的我们，就是最好的我们。
这一次，我们和整个青春做告别。
八月长安全新力作。
你还记得高中时的同桌吗？那个少年有世界上最明朗..."
情书,豆瓣图书标签: 青春,[日] 岩井俊二 / 穆晓芳 / 天津人民出版社 / 2004-7 / 18.00元,(73396人评价),日本神户，渡边博子在未婚夫藤井树的三周年祭日上又一次陷入到悲痛和思念之中。博子在藤井树的中学同学录里找到了他在小樽市读书时的地址。由于抑制不住对爱人的怀念，...
挪威的森林,豆瓣图书标签: 青春,[日] 村上春树 / 林少华 / 上海译文出版社 / 2007-7 / 23.00元,(75571人评价),这是一部动人心弦的、平缓舒雅的、略带感伤的恋爱小说。小说主人公渡边以第一人称展开他同两个女孩间的爱情纠葛。渡边的第一个恋人直子原是他高中要好同学木月的女友，...
少年派,豆瓣图书标签: 青春,六六、九枚玉 / 长江文艺出版社 / 2019-7-1 / 52.00,(640人评价),《少年派》是著名作家、编剧六六的长篇小说新作。六六的风格一贯以轻松幽默化解都市人的生活困境。高考、青春期、更年期、中年危机、二孩、人本服务、网络直播、P2P...
那些回不去的年少时光,豆瓣图书标签: 青春,桐华 / 江苏文艺出版社 / 2010-01 / 23.80元,(43376人评价),"最值得珍藏的怀旧读物，写给年少自己的书，纪念我们共同的青春和成长
您还记得上世纪最后十年的青春是怎样吗？那可是我们独一无二的成长！
那些回不去的年少时光》以..."
悟空传,豆瓣图书标签: 青春,今何在 / 光明日报出版社 / 2001-4 / 14.80元,(100750人评价),猪八戒和孙悟空虽然都神通广大，但在命运面前终究是软弱无力的小人物。顶天立地的美猴王实际上仍然是那个充满惊恐的小猴子，而决心与命运抗争的天蓬若非紧急也终究不肯...
黄金时代,豆瓣图书标签: 青春,王小波 / 花城出版社 / 1999-3 / 19.00元,(102372人评价),《黄金时代》是《时代三部曲》之一。  这是以文革时期为背景的系列作品构成的长篇。发生“文化大革命”的二十世纪六七十年代，正是我们国家和民族的灾难年代。那时，...
无羁,豆瓣图书标签: 青春,墨香铜臭 / 四川文艺出版社 / 2018-12 / 48.00,(6263人评价),"夷陵老祖魏无羡，前世受万人唾骂，声名狼藉。
被情同手足的师弟带人端了老巢，纵横一世，死无全尸。
十三年后，被人以禁术强行召回世上，竟沦为一名受尽欺压折辱的疯..."
麦田里的守望者,豆瓣图书标签: 青春,[美国] J. D. 塞林格 / 孙仲旭 / 译林出版社 / 2007-3 / 28.00元,(54830人评价),这本小说一出版，就受到国内青少年的热烈欢迎，认为它道出了自己的心声，一时大、中学校的校园里到处都模仿小说主人公霍尔顿——他们在大冬天身穿风衣，倒戴着红色猎人...
从你的全世界路过,豆瓣图书标签: 青春,张嘉佳 / 湖南文艺出版社 / 2013-11-1 / 36.00元,(97566人评价),"《从你的全世界路过》是微博上最会写故事的人张嘉佳献给你的心动故事。
最初以“睡前故事”系列的名义在网上疯狂流传，几天内达到1,500,000 次转发，超4亿..."
